# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PC1 interaction (ver1.0).
# Generated: 2025-11-03 07:18:58
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
128 78 -1611.90690000 0.00051147 5.79790000 1.356190 96.94
129 78 -1614.45130000 -0.02569782 7.25900000 0.876019 97.03
130 78 -1617.93690000 -0.02579949 6.46400000 0.888495 96.48
131 78 -1620.50990000 -0.05686530 7.64330000 0.444613 98.76
132 78 -1624.12950000 0.06836531 6.70300000 0.492953 96.58
133 78 -1626.89100000 0.08709565 7.64430000 0.228628 97.08
134 78 -1630.54440000 0.09988117 6.82540000 0.173465 96.96
135 78 -1633.29310000 0.11507451 7.86970000 -0.055749 96.79
136 78 -1636.87150000 0.12036278 7.09680000 -0.062487 96.10
137 78 -1639.48640000 0.12846520 8.23880000 -0.216535 94.46
138 78 -1643.00980000 0.14281318 7.45590000 -0.247816 94.06
139 78 -1646.00210000 0.22623293 8.13320000 -0.400123 86.13
140 78 -1650.02160000 0.23709147 7.15500000 -0.465242 83.99
141 78 -1653.11570000 0.25327399 8.16080000 -0.606688 83.42
142 78 -1656.89430000 0.26285749 7.70330000 -0.671485 80.87
143 78 -1659.89810000 0.27571464 8.67970000 -0.799105 80.61
144 78 -1663.49760000 0.28164863 8.24070000 -0.853268 78.28
145 78 -1666.31830000 0.28607861 9.14320000 -0.956688 77.98
146 78 -1669.77520000 0.29038853 8.64610000 -1.001559 77.77
147 78 -1672.49210000 0.29552434 9.55030000 -1.096914 78.18
148 78 -1675.80370000 0.29838786 9.14500000 -1.149916 78.20
149 78 -1678.23610000 0.30565241 10.25290000 -1.263238 78.65
150 78 -1681.42980000 0.30458686 9.72720000 -1.305972 79.09
151 78 -1683.31100000 0.30771466 11.21560000 -1.379836 80.00
152 78 -1686.09810000 0.30533155 10.52740000 -1.415547 78.52
153 78 -1687.94880000 0.30627625 11.62270000 -1.493626 79.15
154 78 -1690.43650000 0.30434805 11.15100000 -1.533640 78.19
155 78 -1692.15890000 0.30269189 12.09840000 -1.605715 78.47
156 78 -1694.55110000 0.29850510 11.61520000 -1.647691 77.80
157 78 -1696.16490000 0.29708622 12.56990000 -1.716616 78.23
158 78 -1698.46480000 0.28818587 12.02360000 -1.754364 77.55
159 78 -1699.99140000 0.28459874 13.03830000 -1.822736 77.83
160 78 -1702.07660000 0.27694620 12.65450000 -1.851537 77.64
161 78 -1703.45140000 0.27248224 13.55960000 -1.906482 77.90
162 78 -1705.09650000 0.26772702 13.46170000 -1.937816 77.65
163 78 -1705.81680000 0.26104688 14.57120000 -1.990522 78.03
164 78 -1707.35190000 0.25309129 13.90400000 -1.996285 77.60
165 78 -1708.04780000 0.24572421 14.88110000 -2.035335 78.01
166 78 -1709.30990000 0.23694121 14.44030000 -2.060484 78.02
167 78 -1709.88160000 0.22897070 15.22450000 -2.100975 78.60
168 78 -1711.01730000 0.21581388 14.75600000 -2.128253 78.56
169 78 -1711.46780000 0.20365536 15.55490000 -2.173153 79.12
170 78 -1712.82210000 0.16977070 14.83560000 -2.220270 79.59
171 78 -1713.55030000 0.15458080 15.79300000 -2.270307 80.35
172 78 -1715.07830000 0.14166349 15.15620000 -2.301145 80.31
173 78 -1715.55520000 0.13661176 16.42200000 -2.352021 81.22
174 78 -1717.20230000 0.12566971 15.67460000 -2.378917 80.75
175 78 -1717.79470000 -0.12159069 16.76870000 -2.366942 79.39
176 78 -1719.25420000 -0.11271742 16.16200000 -2.392669 79.16
177 78 -1719.72500000 -0.10736203 17.24430000 -2.432986 79.32
178 78 -1721.28860000 -0.09158720 16.31890000 -2.450601 79.05
179 78 -1721.95250000 -0.07856950 17.24750000 -2.480302 79.30
180 78 -1723.37260000 -0.05745466 16.79080000 -2.496569 78.80
181 78 -1724.22560000 0.00155751 17.74970000 -2.516830 78.41
182 78 -1725.72200000 0.00057026 17.23060000 -2.539029 77.65
183 78 -1726.37340000 0.00022543 18.27300000 -2.575839 77.85
184 78 -1727.85760000 0.00020410 17.53040000 -2.593487 76.36
123 79 -1593.05910000 -0.00508992 2.89840000 2.015580 94.58
124 79 -1600.68920000 0.00053492 2.03450000 3.989695 100.00
125 79 -1607.31870000 0.00038073 3.16810000 3.123988 100.00
126 79 -1614.42630000 0.00013270 2.84610000 1.371620 100.00
127 79 -1616.92280000 -0.01916455 7.63780000 1.090734 100.00
128 79 -1620.92830000 -0.00060448 6.36210000 1.159831 96.42
129 79 -1623.61890000 -0.01957613 7.90190000 0.872364 97.12
130 79 -1627.37120000 -0.00180640 7.06950000 0.910482 94.13
131 79 -1630.05050000 -0.01785375 8.36590000 0.646694 94.50
132 79 -1633.75330000 0.03622903 7.57040000 0.615428 92.76
133 79 -1636.58780000 0.07516687 8.65580000 0.210026 97.67
134 79 -1640.38080000 0.07979411 7.71790000 0.230148 96.60
135 79 -1643.18630000 0.09699375 8.84810000 0.004676 97.80
136 79 -1646.94320000 0.09972871 7.96770000 0.009085 97.13
137 79 -1649.68370000 0.11225624 9.09450000 -0.135597 96.55
138 79 -1653.35330000 0.16313894 8.24860000 -0.140435 93.29
139 79 -1656.39460000 0.20636379 8.99430000 -0.303870 88.19
140 79 -1660.49450000 0.22509131 7.61940000 -0.382927 84.43
141 79 -1663.81560000 0.25099523 7.97970000 -0.386975 81.79
142 79 -1667.79580000 0.25737179 7.40460000 -0.505809 80.60
143 79 -1670.95630000 0.26662665 9.18470000 -0.662012 80.84
144 79 -1674.67950000 0.26944224 8.78360000 -0.724965 79.27
145 79 -1677.63930000 0.28330526 9.74860000 -0.816393 77.27
146 79 -1681.26040000 0.28761138 9.30760000 -0.867279 77.09
147 79 -1684.16670000 0.29352017 10.19900000 -0.984502 80.16
148 79 -1687.70700000 0.29588193 9.71920000 -1.038437 80.14
149 79 -1690.37500000 0.30156243 10.69840000 -1.152661 80.45
150 79 -1693.74460000 0.30026792 10.10710000 -1.197947 80.92
151 79 -1695.84350000 0.30218851 11.51470000 -1.272749 81.72
152 79 -1698.78950000 0.29917338 10.80480000 -1.309381 80.10
153 79 -1700.80550000 0.29929501 11.88720000 -1.391618 80.59
154 79 -1703.47530000 0.29627455 11.39220000 -1.428750 79.49
155 79 -1705.38430000 0.29435142 12.34140000 -1.501099 79.74
156 79 -1707.95280000 0.29009937 11.87470000 -1.544639 79.01
157 79 -1709.70640000 0.28462011 12.88450000 -1.604407 79.46
158 79 -1712.24770000 0.28202926 12.28100000 -1.653768 78.80
159 79 -1713.94910000 0.27954194 13.34060000 -1.724290 79.08
160 79 -1716.22900000 0.27323989 12.97790000 -1.754336 78.85
161 79 -1717.77620000 0.26934833 13.88120000 -1.812171 79.10
162 79 -1719.60600000 0.26485083 13.77450000 -1.846176 78.83
163 79 -1720.47390000 0.25920494 14.96760000 -1.903406 79.16
164 79 -1722.14690000 0.25286766 14.29690000 -1.908449 78.54
165 79 -1722.96820000 0.24686017 15.25600000 -1.949284 78.85
166 79 -1724.32410000 0.23996520 14.85990000 -1.976037 78.65
167 79 -1724.99130000 0.23346185 15.70640000 -2.016673 79.12
168 79 -1726.24070000 0.21175010 15.29720000 -2.045329 79.88
169 79 -1726.87570000 0.19686877 16.25030000 -2.112335 81.11
170 79 -1728.56130000 -0.15676600 15.69000000 -2.103126 80.91
171 79 -1729.45250000 0.14588751 16.85130000 -2.148559 80.97
172 79 -1731.19520000 0.13454323 16.21460000 -2.199433 81.93
173 79 -1732.09490000 -0.13171344 17.30530000 -2.243306 82.00
174 79 -1733.78140000 -0.12456756 16.70530000 -2.273200 81.85
175 79 -1734.63420000 -0.12052987 17.76930000 -2.315192 81.95
176 79 -1736.18730000 -0.11281443 17.23430000 -2.344768 81.86
177 79 -1736.82550000 -0.10779909 18.45500000 -2.385543 82.05
178 79 -1738.41800000 -0.08109738 17.63690000 -2.375881 81.20
179 79 -1739.38140000 -0.00031972 18.62330000 -2.400690 81.88
180 79 -1741.19330000 0.00091278 17.86710000 -2.411205 81.18
181 79 -1742.17060000 0.00114955 18.80670000 -2.445907 81.44
182 79 -1743.86440000 0.00033003 18.26030000 -2.469432 80.20
183 79 -1744.60600000 -0.01226102 19.23730000 -2.503814 80.65
184 79 -1746.27910000 0.00013455 18.46660000 -2.526274 78.61
122 80 -1595.17550000 -0.07856735 NaN NaN NaN
123 80 -1601.94170000 -0.00439843 NaN NaN NaN
124 80 -1609.70480000 0.00047873 NaN NaN NaN
125 80 -1616.49040000 0.00034141 NaN NaN NaN
126 80 -1623.77860000 0.00012960 1.01460000 3.172597 100.00
127 80 -1626.50840000 -0.01851362 5.76680000 1.718858 100.00
128 80 -1630.73880000 -0.00052460 4.47330000 2.231970 98.84
129 80 -1633.65870000 -0.01858120 6.01770000 1.404990 99.09
130 80 -1637.63440000 -0.00126499 5.15620000 1.660266 98.20
131 80 -1640.54170000 -0.01625257 6.46140000 1.109343 97.48
132 80 -1644.46160000 -0.01523189 5.64650000 1.181586 98.24
133 80 -1647.31670000 -0.04240882 6.93420000 0.747553 98.82
134 80 -1651.25240000 -0.04370864 6.03650000 0.746393 98.84
135 80 -1654.12890000 0.06535791 7.27940000 0.350042 99.44
136 80 -1657.99620000 0.06811673 6.37190000 0.416225 99.10
137 80 -1660.81990000 0.08196056 7.63840000 0.122036 99.26
138 80 -1664.60690000 0.08330430 6.76380000 0.151685 98.99
139 80 -1667.33190000 0.17989317 8.04370000 0.096242 90.07
140 80 -1671.01330000 0.09583410 7.20180000 -0.015619 84.10
141 80 -1674.41840000 0.22384170 8.02100000 -0.190435 83.31
142 80 -1679.35900000 0.24916108 6.30410000 -0.250364 79.33
143 80 -1682.68110000 0.26344457 7.49650000 -0.412265 78.41
144 80 -1686.60590000 0.26854718 6.98320000 -0.462808 75.92
145 80 -1689.78600000 0.27533719 7.85740000 -0.587708 75.62
146 80 -1693.58370000 0.27814028 7.35300000 -0.640970 75.73
147 80 -1696.64420000 0.28386060 8.22980000 -0.756418 76.75
148 80 -1700.29140000 0.28629291 7.75080000 -0.813711 77.04
149 80 -1703.06970000 0.29448274 8.75280000 -0.943874 78.07
150 80 -1706.57620000 0.29297432 8.11250000 -0.992733 78.86
151 80 -1708.81230000 0.29634901 9.52910000 -1.074470 80.24
152 80 -1711.91070000 0.29231394 8.90990000 -1.112753 78.31
153 80 -1714.08550000 0.29151458 10.04970000 -1.197881 78.36
154 80 -1716.94370000 0.29009510 9.63750000 -1.241511 77.89
155 80 -1719.04550000 0.28922586 10.64370000 -1.320418 78.35
156 80 -1721.80890000 0.28492126 10.21000000 -1.367177 77.64
157 80 -1723.74670000 0.27918560 11.25430000 -1.434444 78.43
158 80 -1726.50770000 0.27843645 10.65010000 -1.486497 77.77
159 80 -1728.42490000 0.27684147 11.67190000 -1.562041 78.24
160 80 -1730.87540000 0.27080099 11.31820000 -1.596644 78.21
161 80 -1732.59850000 0.26778368 12.23140000 -1.663482 78.67
162 80 -1734.65950000 0.26438974 12.05200000 -1.704320 78.47
163 80 -1735.66180000 0.25830604 13.27770000 -1.767301 79.02
164 80 -1737.44220000 0.25020183 12.65740000 -1.771056 78.63
165 80 -1738.40200000 0.24320772 13.63370000 -1.815588 79.20
166 80 -1739.91570000 0.23447992 13.22270000 -1.843346 79.27
167 80 -1740.75590000 0.22623922 14.05140000 -1.886466 79.95
168 80 -1742.34400000 -0.16708639 13.44090000 -1.899799 82.24
169 80 -1743.46930000 -0.16045131 14.59760000 -1.950951 82.42
170 80 -1745.52180000 -0.15054364 13.90060000 -1.982086 82.27
171 80 -1746.62780000 -0.14450364 15.08370000 -2.032552 82.36
172 80 -1748.61820000 -0.13484344 14.39800000 -2.064403 82.27
173 80 -1749.70470000 -0.12822984 15.48490000 -2.112197 82.34
174 80 -1751.62150000 -0.12108801 14.81420000 -2.145270 82.20
175 80 -1752.63960000 -0.11730880 15.85610000 -2.192824 82.29
176 80 -1754.49850000 -0.10741580 15.16700000 -2.223771 82.19
177 80 -1755.27290000 -0.08671891 16.33340000 -2.255441 82.65
178 80 -1757.22270000 -0.08206154 15.32200000 -2.289290 82.33
179 80 -1758.27840000 -0.00021690 16.47890000 -2.310463 82.85
180 80 -1760.19530000 0.00082158 15.89130000 -2.334292 82.28
181 80 -1761.34270000 0.00079760 16.76350000 -2.370119 81.85
182 80 -1763.06130000 0.00030746 16.32450000 -2.391280 81.35
183 80 -1763.96370000 0.00005339 17.22830000 -2.427388 81.72
184 80 -1765.65170000 0.00012301 16.59860000 -2.448002 79.57
125 81 -1624.01120000 -0.00043165 NaN NaN NaN
126 81 -1631.49320000 -0.00022273 NaN NaN NaN
127 81 -1634.43010000 -0.01734400 NaN NaN NaN
128 81 -1638.89440000 -0.00039281 NaN NaN NaN
129 81 -1642.00860000 -0.01652612 6.20280000 1.561624 98.25
130 81 -1646.22110000 -0.00070231 5.24190000 1.839783 91.35
131 81 -1649.32610000 -0.01314058 6.61130000 1.275837 96.04
132 81 -1653.46890000 -0.00141689 5.73770000 1.404442 91.73
133 81 -1656.50690000 -0.00534050 7.06950000 0.995247 93.79
134 81 -1660.62630000 -0.00400636 6.17670000 1.028008 93.01
135 81 -1663.58610000 -0.02314178 7.53110000 0.706816 96.11
136 81 -1667.67630000 -0.01977498 6.58800000 0.697653 94.51
137 81 -1670.58870000 -0.03257098 7.95360000 0.301248 98.04
138 81 -1674.59360000 -0.01828538 6.98220000 0.419633 94.94
139 81 -1677.43310000 -0.02354041 8.39580000 0.116116 97.37
140 81 -1681.65740000 0.21753425 7.13400000 0.243023 82.19
141 81 -1684.88110000 0.21745551 8.06620000 0.027916 82.19
142 81 -1689.39560000 0.23548130 7.12720000 -0.115094 81.13
143 81 -1692.80710000 0.25302236 8.11800000 -0.311865 80.00
144 81 -1696.86140000 0.25627181 7.65630000 -0.358125 77.59
145 81 -1700.15470000 0.26591535 8.60890000 -0.470022 77.22
146 81 -1704.09200000 0.26739866 8.14190000 -0.519659 77.07
147 81 -1707.26020000 0.27362556 9.09710000 -0.636185 77.68
148 81 -1711.04050000 0.27534283 8.67630000 -0.691482 77.78
149 81 -1713.90670000 0.28442832 9.76420000 -0.825262 78.49
150 81 -1717.55940000 0.28231324 9.21260000 -0.872764 79.35
151 81 -1720.03860000 0.29411647 10.53660000 -0.861470 77.57
152 81 -1723.35320000 0.29043845 9.82450000 -0.928995 76.42
153 81 -1725.79920000 0.29084520 10.79060000 -1.044146 77.68
154 81 -1728.90720000 0.28662653 10.19560000 -1.092174 77.08
155 81 -1731.23690000 0.28520254 11.08710000 -1.181347 77.91
156 81 -1734.21900000 0.28011081 10.55780000 -1.239206 77.70
157 81 -1736.37580000 0.27513216 11.54650000 -1.323840 78.55
158 81 -1739.31480000 0.27341057 10.96110000 -1.373985 78.57
159 81 -1741.41160000 0.27175494 11.92880000 -1.457442 79.38
160 81 -1744.04790000 0.26606584 11.57480000 -1.495585 79.50
161 81 -1745.92950000 0.26311964 12.52440000 -1.569001 80.16
162 81 -1748.15750000 0.25912919 12.38610000 -1.613124 80.08
163 81 -1749.31760000 0.25365641 13.74660000 -1.678855 80.59
164 81 -1751.25370000 0.24646879 13.13810000 -1.682638 80.07
165 81 -1752.35640000 0.24015878 14.08750000 -1.728200 80.60
166 81 -1754.02530000 0.23160562 13.67690000 -1.757374 80.59
167 81 -1755.00290000 0.22336288 14.76880000 -1.800508 81.27
168 81 -1757.28490000 -0.15354841 14.11220000 -1.826748 85.35
169 81 -1758.64040000 -0.14963606 15.19100000 -1.880980 85.38
170 81 -1760.92950000 -0.14417767 14.37960000 -1.909293 84.77
171 81 -1762.23420000 -0.14068556 15.41310000 -1.959618 84.67
172 81 -1764.40760000 -0.13419070 14.64010000 -1.990313 84.33
173 81 -1765.65370000 -0.13055681 15.64350000 -2.039173 84.27
174 81 -1767.71370000 -0.12411563 14.93350000 -2.070669 84.02
175 81 -1768.88350000 -0.12018722 15.93740000 -2.121135 84.11
176 81 -1770.82430000 -0.11382448 15.33090000 -2.150417 83.84
177 81 -1771.76270000 -0.00388009 16.45730000 -2.178409 85.69
178 81 -1773.97530000 0.00108359 15.47040000 -2.207863 85.36
179 81 -1775.30460000 0.00077329 16.52780000 -2.236626 86.00
180 81 -1777.32420000 0.00046610 16.00610000 -2.270060 84.95
181 81 -1778.60380000 0.00055275 16.89540000 -2.297666 86.13
182 81 -1780.41000000 0.00020036 16.45260000 -2.327577 84.29
183 81 -1781.46830000 -0.00011301 17.44170000 -2.353361 86.30
184 81 -1783.17600000 0.00008645 16.85180000 -2.396442 80.63
128 82 -1647.42940000 -0.00025924 NaN NaN NaN
129 82 -1650.68100000 -0.01089905 NaN NaN NaN
130 82 -1655.15540000 -0.00034518 1.67250000 2.385327 100.00
131 82 -1658.42460000 -0.00738537 2.98740000 1.566104 99.88
132 82 -1662.79440000 -0.00041329 2.27210000 1.820576 100.00
133 82 -1666.02100000 -0.00262860 3.64020000 1.271512 98.96
134 82 -1670.33520000 -0.00043975 2.84180000 1.370407 100.00
135 82 -1673.48230000 0.00312691 4.27220000 0.975925 97.84
136 82 -1677.76030000 -0.00042009 3.45440000 0.992229 100.00
137 82 -1680.79380000 0.00933145 4.89360000 0.683099 97.28
138 82 -1685.04690000 -0.00037985 4.01930000 0.665556 100.00
139 82 -1688.00940000 -0.00913565 5.53130000 0.319470 99.97
140 82 -1692.16530000 -0.00118213 5.00450000 0.380114 100.00
141 82 -1695.74080000 0.22639911 6.05610000 0.281394 83.22
142 82 -1700.14310000 0.23292844 5.20630000 0.238849 76.68
143 82 -1703.73570000 0.24805421 6.27790000 0.019260 74.53
144 82 -1707.98160000 0.25195772 5.69050000 -0.012769 72.01
145 82 -1711.45190000 0.26212417 6.74170000 -0.169320 71.56
146 82 -1715.57530000 0.26338630 6.26020000 -0.223614 71.74
147 82 -1718.93480000 0.27101914 7.19790000 -0.364188 73.73
148 82 -1722.88890000 0.27374106 6.76620000 -0.420532 73.95
149 82 -1725.99000000 0.28469390 7.76450000 -0.573652 76.07
150 82 -1729.79320000 0.28276766 7.20310000 -0.623985 76.96
151 82 -1732.39570000 0.28763242 8.53350000 -0.715310 78.90
152 82 -1735.80780000 0.28090116 7.91890000 -0.752868 76.12
153 82 -1738.32080000 0.27872709 9.00310000 -0.847202 76.63
154 82 -1741.54200000 0.27695479 8.49100000 -0.896772 75.78
155 82 -1743.99480000 0.27709022 9.43790000 -0.992724 76.34
156 82 -1747.14030000 0.27181896 8.88360000 -1.040357 76.08
157 82 -1749.49390000 0.26817342 9.84180000 -1.130248 77.15
158 82 -1752.55840000 0.26674396 9.29930000 -1.177736 76.93
159 82 -1754.84070000 0.26649511 10.22560000 -1.265812 77.82
160 82 -1757.67190000 0.26080358 9.81550000 -1.306243 78.10
161 82 -1759.76160000 0.25874488 10.77750000 -1.388938 79.03
162 82 -1762.28220000 0.25625696 10.52260000 -1.375483 88.43
163 82 -1763.60980000 0.25007019 11.90560000 -1.443220 88.08
164 82 -1765.66190000 0.24173972 11.37630000 -1.519964 79.57
165 82 -1766.92020000 0.23500981 12.36110000 -1.571640 80.36
166 82 -1768.98970000 -0.17210902 11.80300000 -1.586721 86.67
167 82 -1770.61510000 -0.17063427 12.96410000 -1.649413 86.38
168 82 -1773.04940000 -0.16473853 12.32940000 -1.683298 85.95
169 82 -1774.52710000 -0.16163749 13.45430000 -1.742322 85.67
170 82 -1776.86530000 -0.15433355 12.76900000 -1.774730 85.42
171 82 -1778.26570000 -0.15003295 13.84830000 -1.830453 85.25
172 82 -1780.51520000 -0.14234428 13.15890000 -1.862102 85.06
173 82 -1781.86520000 -0.13751032 14.18070000 -1.914439 84.98
174 82 -1784.03890000 -0.12973539 13.49020000 -1.946301 84.80
175 82 -1785.37320000 -0.12411313 14.44890000 -1.997973 84.88
176 82 -1787.43800000 -0.11520914 13.85710000 -2.027582 84.73
177 82 -1788.66370000 0.00064641 14.78980000 -2.074581 87.33
178 82 -1791.05040000 0.00047419 13.65580000 -2.107180 87.13
179 82 -1792.54830000 0.00049733 14.54470000 -2.144417 87.02
180 82 -1794.71720000 0.00018707 13.88440000 -2.172224 86.98
181 82 -1796.08060000 0.00326694 14.69980000 -2.210299 87.02
182 82 -1798.12800000 0.00005785 14.12990000 -2.231102 86.79
183 82 -1799.24580000 -0.01083025 15.06050000 -2.256496 89.07
184 82 -1801.24840000 0.00001670 14.35340000 -2.286342 86.43
129 83 -1656.04590000 -0.02532181 NaN NaN NaN
130 83 -1660.63000000 -0.02919644 NaN NaN NaN
131 83 -1664.28450000 -0.03515133 3.54930000 7.609115 1.22
132 83 -1668.87920000 -0.03364883 2.85550000 7.195707 0.47
133 83 -1672.39500000 -0.03617758 4.19220000 1.802036 99.98
134 83 -1676.97250000 -0.03591436 3.63070000 1.741177 100.00
135 83 -1680.43270000 0.05952512 5.00480000 1.160436 99.48
136 83 -1684.90540000 -0.03697151 4.36470000 1.258543 99.93
137 83 -1688.28420000 0.07483391 5.82060000 0.666920 99.77
138 83 -1692.75870000 0.15461432 5.18580000 0.782829 99.89
139 83 -1696.38780000 0.18010189 6.27990000 0.731121 90.95
140 83 -1701.01490000 0.19259385 5.54700000 0.552699 88.69
141 83 -1704.56740000 0.19832713 6.83530000 0.409218 86.38
142 83 -1709.23160000 0.21960150 6.10200000 0.262829 85.15
143 83 -1712.89010000 0.23523790 7.17130000 0.106862 79.07
144 83 -1717.41160000 0.24506847 6.51440000 0.082757 77.92
145 83 -1721.05350000 0.25817492 7.44240000 -0.034285 74.30
146 83 -1725.35070000 0.25799413 6.89160000 -0.091199 74.54
147 83 -1728.87310000 0.26497755 7.81070000 -0.240935 76.18
148 83 -1732.97250000 0.26659385 7.37240000 -0.299287 76.13
149 83 -1736.21430000 0.27686237 8.38190000 -0.455614 77.37
150 83 -1740.14720000 0.27634524 7.89110000 -0.504447 78.61
151 83 -1742.94470000 0.28352834 9.17270000 -0.480380 74.60
152 83 -1746.54190000 0.27501656 8.51120000 -0.570588 74.13
153 83 -1749.25100000 0.27073247 9.53850000 -0.688747 75.27
154 83 -1752.65070000 0.26685801 9.00420000 -0.747203 75.40
155 83 -1755.24190000 0.26311039 10.00310000 -0.846811 77.05
156 83 -1758.55370000 0.25959022 9.48220000 -0.906638 76.66
157 83 -1761.07570000 0.25892793 10.43320000 -1.002508 78.37
158 83 -1764.28430000 0.25702793 9.95070000 -1.050388 78.14
159 83 -1766.70540000 0.25792065 10.90930000 -1.143842 78.96
160 83 -1769.75710000 0.25249491 10.44930000 -1.185190 79.32
161 83 -1772.02280000 0.25134801 11.36930000 -1.273712 80.29
162 83 -1774.73340000 0.24856301 11.10020000 -1.261086 90.54
163 83 -1776.25620000 0.24298161 12.47710000 -1.332647 90.17
164 83 -1778.49930000 0.23406259 11.90390000 -1.414478 80.76
165 83 -1780.01070000 -0.17395352 12.83310000 -1.445541 89.21
166 83 -1782.79720000 -0.17197937 11.65770000 -1.482645 88.66
167 83 -1784.59680000 -0.17077969 12.72810000 -1.548222 88.42
168 83 -1787.19940000 -0.16586281 12.09940000 -1.583529 87.80
169 83 -1788.85230000 -0.16323770 13.21820000 -1.645226 87.45
170 83 -1791.33200000 -0.15700274 12.57120000 -1.679753 87.12
171 83 -1792.89210000 -0.15320413 13.64910000 -1.738238 86.87
172 83 -1795.26390000 -0.14637464 13.01540000 -1.772491 86.64
173 83 -1796.74710000 -0.14168298 14.06880000 -1.828450 86.76
174 83 -1799.04010000 -0.13472890 13.44710000 -1.861511 86.32
175 83 -1800.51310000 -0.12883581 14.44980000 -1.913502 86.35
176 83 -1802.67150000 -0.12068337 13.97390000 -1.945518 86.23
177 83 -1803.92420000 -0.05703768 15.11770000 -1.985913 88.78
178 83 -1806.31100000 -0.05047156 14.24170000 -2.020510 88.64
179 83 -1807.81960000 -0.03657940 15.30400000 -2.063139 88.87
180 83 -1809.99840000 -0.02801370 14.88240000 -2.089627 88.82
181 83 -1811.47590000 -0.02000296 15.83040000 -2.123970 88.91
182 83 -1813.52430000 -0.01645291 15.40920000 -2.149255 88.76
183 83 -1814.81980000 -0.01934659 16.34120000 -2.170840 91.74
184 83 -1816.75070000 -0.00818461 15.74760000 -2.203893 88.62
130 84 -1667.05180000 -0.00162075 NaN NaN NaN
131 84 -1670.95270000 -0.01351045 NaN NaN NaN
132 84 -1675.80520000 -0.01969542 NaN NaN NaN
133 84 -1679.82120000 0.08927902 NaN NaN NaN
134 84 -1684.65550000 0.09431993 NaN NaN NaN
135 84 -1688.48810000 0.10889985 NaN NaN NaN
136 84 -1693.32280000 0.11459743 2.89460000 1.879608 99.34
137 84 -1697.16250000 0.13550118 4.16920000 1.354361 97.51
138 84 -1701.88570000 0.15411693 3.49000000 1.597257 95.60
139 84 -1705.77990000 0.17575725 4.50640000 1.148155 92.34
140 84 -1710.62070000 0.19319803 3.58660000 1.195186 82.45
141 84 -1714.55160000 0.21489238 4.73490000 0.819551 83.50
142 84 -1719.27940000 0.21866342 4.20810000 0.811994 72.84
143 84 -1723.14400000 0.23511070 5.25600000 0.488033 69.21
144 84 -1727.71390000 0.23748638 4.70590000 0.497741 67.54
145 84 -1731.46030000 0.25161074 5.68410000 0.299216 66.96
146 84 -1735.90180000 0.25140362 5.09170000 0.249032 67.02
147 84 -1739.56290000 0.26136534 6.02740000 0.076469 70.57
148 84 -1743.81420000 0.26448099 5.50830000 0.028773 69.95
149 84 -1747.25630000 0.27782767 6.46590000 -0.151853 73.64
150 84 -1751.33540000 0.27511400 6.07870000 -0.200371 74.05
151 84 -1754.27110000 0.28069037 7.41020000 -0.304363 76.56
152 84 -1758.00750000 0.26917651 6.79220000 -0.340829 72.39
153 84 -1760.87290000 0.26315994 7.84200000 -0.450249 73.95
154 84 -1764.46300000 0.26160550 7.27680000 -0.506123 72.33
155 84 -1767.25390000 0.25915102 8.22340000 -0.623065 74.40
156 84 -1770.72690000 0.25595989 7.72550000 -0.673849 73.32
157 84 -1773.45300000 0.25421549 8.63720000 -0.781975 75.11
158 84 -1776.83270000 0.25189757 8.15950000 -0.833686 75.10
159 84 -1779.42440000 0.25320006 9.11850000 -0.940245 76.45
160 84 -1782.61010000 0.24668869 8.67340000 -0.984944 77.27
161 84 -1785.05160000 0.24609727 9.60870000 -1.086340 78.84
162 84 -1787.95130000 0.24277489 9.29170000 -1.144975 79.20
163 84 -1789.62120000 0.23662320 10.62370000 -1.240231 80.66
164 84 -1792.06180000 0.22443698 10.14030000 -1.239120 80.38
165 84 -1793.67290000 0.21046854 11.21100000 -1.310436 82.36
166 84 -1796.54290000 -0.17326733 10.17730000 -1.306469 89.60
167 84 -1798.51680000 -0.17205530 11.17290000 -1.380060 89.33
168 84 -1801.28850000 -0.16698609 10.43560000 -1.416723 88.73
169 84 -1803.12120000 -0.16423374 11.54610000 -1.484422 88.34
170 84 -1805.75920000 -0.15754071 10.93370000 -1.520089 88.02
171 84 -1807.49730000 -0.15328490 12.01240000 -1.583633 87.72
172 84 -1810.03390000 -0.14530348 11.39900000 -1.618036 87.56
173 84 -1811.70520000 -0.13898253 12.43400000 -1.677219 87.75
174 84 -1814.18090000 -0.12935536 11.81890000 -1.710634 87.48
175 84 -1815.86340000 -0.11979388 12.91110000 -1.766926 87.73
176 84 -1818.25990000 -0.10496921 12.42760000 -1.801936 88.16
177 84 -1819.77070000 -0.05079921 13.51450000 -1.849736 90.36
178 84 -1822.34160000 0.00045132 12.62020000 -1.878644 90.69
